Date,Open,High,Low,Close,Volume,Currency
2021-08-10,713.76,716.4,702.05,709.99,13432305,USD
2021-08-11,712.71,715.18,704.21,707.82,9741700,USD
2021-08-12,706.34,722.8,699.4,722.25,17455700,USD
2021-08-13,723.71,729.9,714.34,717.17,16731500,USD
2021-08-16,705.07,709.5,676.4,686.17,22658500,USD
2021-08-17,672.66,674.58,648.84,665.71,23400600,USD
2021-08-18,669.75,695.77,669.35,688.99,20184800,USD
2021-08-19,678.21,686.55,667.59,673.47,14125700,USD
2021-08-20,682.85,692.13,673.7,680.26,14841900,USD
2021-08-23,685.44,712.13,680.75,706.3,20089400,USD
2021-08-24,710.68,715.22,702.64,708.49,12788900,USD
2021-08-25,707.03,716.97,704.0,711.2,12472400,USD
2021-08-26,708.31,715.4,697.62,701.16,13099300,USD
2021-08-27,705.0,715.0,702.1,711.92,13833800,USD
2021-08-30,714.72,731.0,712.73,730.91,18365000,USD
2021-08-31,733.0,740.39,726.44,735.72,20467300,USD
2021-09-01,734.08,741.99,731.27,734.09,12680500,USD
2021-09-02,734.5,740.97,730.54,732.39,12741400,USD
2021-09-03,732.25,734.0,724.2,733.57,15271000,USD
2021-09-07,740.0,760.2,739.26,752.92,19772000,USD
2021-09-08,761.58,764.45,740.77,753.87,18721100,USD
2021-09-09,753.41,762.1,751.63,754.86,13854300,USD
2021-09-10,759.6,762.61,734.52,736.27,15184200,USD
2021-09-13,740.21,744.78,708.85,743.0,22864000,USD
2021-09-14,742.57,754.47,736.4,744.49,18369000,USD
2021-09-15,745.0,756.86,738.36,755.83,15272300,USD
2021-09-16,752.83,758.91,747.61,756.99,13598600,USD
2021-09-17,757.15,761.04,750.0,759.49,28204200,USD
2021-09-20,734.56,742.0,718.62,730.17,24402900,USD
2021-09-21,734.79,744.74,730.44,739.38,16233100,USD
2021-09-22,743.53,753.67,739.12,751.94,14526500,USD
2021-09-23,755.0,758.2,747.92,753.64,11904600,USD
2021-09-24,745.89,774.8,744.56,774.39,21373000,USD
2021-09-27,773.12,799.0,769.31,791.36,27752000,USD
2021-09-28,787.2,795.64,766.18,777.56,24855500,USD
2021-09-29,779.8,793.5,770.68,781.31,20646400,USD
2021-09-30,781.0,789.13,775.0,775.48,17795400,USD
2021-10-01,778.4,780.78,763.59,775.22,17031400,USD
2021-10-04,796.5,806.97,776.12,781.53,30335500,USD
2021-10-05,784.8,797.31,774.2,780.59,18432600,USD
2021-10-06,776.2,786.66,773.22,782.75,14332800,USD
2021-10-07,785.46,805.0,783.38,793.61,18893100,USD
2021-10-08,796.21,796.38,780.91,785.49,16738600,USD
2021-10-11,787.65,801.24,785.5,791.94,14114900,USD
2021-10-12,800.93,812.32,796.57,805.72,21628600,USD
2021-10-13,810.47,815.41,805.78,811.08,14120100,USD
2021-10-14,815.49,820.25,813.35,818.32,11891200,USD
2021-10-15,823.74,843.21,822.35,843.03,18924600,USD
2021-10-18,851.79,875.26,851.47,870.11,23226000,USD
2021-10-19,877.86,877.86,871.07,871.69,1632801,USD
